XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
*down: administratively down
!down: FIB overload down
^down: standby
(l): loopback
(s): spoofing
(d): Dampening Suppressed
(E): E-Trunk down
The number of interface that is UP in Physical is 503
The number of interface that is DOWN in Physical is 80
The number of interface that is UP in Protocol is 498
The number of interface that is DOWN in Protocol is 85
Interface                         IP Address/Mask      Physical   Protocol VPN 
Eth-Trunk122.2003                 10.0.8.62/26         up         up       l3vpn
Eth-Trunk122.2004                 10.0.8.254/25        up         up       l3vpn
Eth-Trunk122.2005                 10.7.11.30/27        up         up       l3vpn
Eth-Trunk122.2007                 10.0.8.78/28         up         up       l3vpn
Eth-Trunk122.2010                 10.193.3.147/28      up         up       l3vpn
Eth-Trunk122.2011                 10.193.20.67/29      up         up       l3vpn
Eth-Trunk122.2100                 10.9.192.198/29      up         up       l3vpn
Eth-Trunk122.2101                 10.9.192.203/29      up         up       l3vpn
Eth-Trunk122.2102                 10.9.192.214/29      up         up       l3vpn
Eth-Trunk122.2104                 10.9.192.225/29      up         up       l3vpn
Eth-Trunk122.2106                 10.9.192.241/29      up         up       l3vpn
Eth-Trunk122.2108                 10.9.193.1/29        up         up       l3vpn
Eth-Trunk122.2110                 10.9.193.17/29       up         up       l3vpn
Eth-Trunk122.2112                 10.9.193.33/29       up         up       l3vpn
Eth-Trunk122.2114                 10.9.193.49/29       up         up       l3vpn
Eth-Trunk122.2116                 10.9.193.65/29       up         up       l3vpn
Eth-Trunk122.2118                 10.9.193.81/29       up         up       l3vpn
Eth-Trunk122.2122                 10.9.193.145/28      up         up       l3vpn
Eth-Trunk122.2124                 10.9.193.177/28      up         up       l3vpn
Eth-Trunk122.2126                 10.9.194.169/29      up         up       l3vpn
Eth-Trunk122.2128                 10.9.194.185/29      up         up       l3vpn
Eth-Trunk122.2205                 10.9.194.49/29       up         up       l3vpn
Eth-Trunk122.2207                 10.9.194.33/29       up         up       l3vpn
Eth-Trunk122.2211                 10.9.194.134/29      up         up       l3vpn
Eth-Trunk122.2212                 10.9.194.142/29      up         up       l3vpn
Eth-Trunk122.2215                 10.9.195.6/29        up         up       l3vpn
Eth-Trunk122.2216                 10.9.195.22/29       up         up       l3vpn
Eth-Trunk122.2217                 10.9.195.38/29       up         up       l3vpn
Eth-Trunk122.2218                 10.9.195.54/29       up         up       l3vpn
Eth-Trunk122.2303                 10.9.194.222/29      up         up       l3vpn
Eth-Trunk122.2331                 10.9.195.129/26      up         up       l3vpn
Eth-Trunk122.2333                 10.9.196.65/26       up         up       l3vpn
Eth-Trunk122.2335                 10.9.196.193/26      up         up       l3vpn
Eth-Trunk122.2451                 10.9.192.174/28      up         up       l3vpn
Eth-Trunk122.2456                 10.9.192.182/29      up         up       l3vpn
Eth-Trunk122.2501                 10.195.16.134/29     up         up       l3vpn
Eth-Trunk122.2502                 10.195.16.141/29     up         up       l3vpn
Eth-Trunk122.2507                 unassigned           up         down     l3vpn
Eth-Trunk122.2508                 10.0.3.46/30         *down      down     l3vpn
Eth-Trunk122.2509                 unassigned           up         down     l3vpn
Eth-Trunk122.2552                 10.193.7.29/28       up         up       l3vpn
Eth-Trunk122.2892                 10.10.0.34/27        up         up       l3vpn
Eth-Trunk122.2957                 10.2.47.238/30       up         up       l3vpn
Eth-Trunk122.2990                 10.1.0.126/25        up         up       l3vpn
Eth-Trunk122.2991                 10.1.0.254/25        up         up       l3vpn
Eth-Trunk122.3003                 10.0.6.134/29        up         up       l3vpn
Eth-Trunk122.3004                 10.0.6.142/29        up         up       l3vpn
Eth-Trunk122.3005                 10.0.6.150/29        up         up       l3vpn
Eth-Trunk122.3006                 10.0.7.198/29        up         up       l3vpn
Eth-Trunk122.3008                 10.0.6.161/29        up         up       l3vpn
Eth-Trunk122.3009                 10.0.7.190/29        up         up       l3vpn
Eth-Trunk122.3011                 10.0.7.206/29        up         up       l3vpn
Eth-Trunk122.3012                 10.0.6.174/29        up         up       l3vpn
Eth-Trunk122.3013                 10.0.6.182/29        up         up       l3vpn
Eth-Trunk122.3020                 10.1.1.94/27         up         up       l3vpn
Eth-Trunk122.3021                 10.1.1.126/27        up         up       l3vpn
Eth-Trunk122.3022                 10.1.1.254/25        up         up       l3vpn
Eth-Trunk122.3651                 10.0.7.174/28        up         up       l3vpn
Eth-Trunk122.3652                 10.0.7.182/29        up         up       l3vpn
Eth-Trunk122.3800                 10.192.20.46/28      up         up       l3vpn
Eth-Trunk122.3801                 10.192.20.62/28      up         up       l3vpn
Eth-Trunk122.3807                 10.192.21.94/29      up         up       l3vpn
Eth-Trunk122.3808                 10.192.21.102/29     up         up       l3vpn
Eth-Trunk122.3809                 10.192.20.78/28      up         up       l3vpn
Eth-Trunk122.3810                 10.192.21.30/28      up         up       l3vpn
Eth-Trunk122.3811                 10.192.21.46/28      up         up       l3vpn
Eth-Trunk122.3814                 10.192.22.150/29     up         up       l3vpn
Eth-Trunk122.3815                 10.192.32.19/29      up         up       l3vpn
Eth-Trunk122.3816                 10.192.32.27/29      up         up       l3vpn
Eth-Trunk122.3817                 10.192.21.62/28      up         up       l3vpn
Eth-Trunk122.3818                 10.192.32.35/28      up         up       l3vpn
Eth-Trunk122.3819                 10.192.32.51/28      up         up       l3vpn
Eth-Trunk122.3820                 10.192.21.214/29     up         up       l3vpn
Eth-Trunk122.3821                 10.192.21.222/29     up         up       l3vpn
Eth-Trunk122.3827                 10.192.20.158/28     up         up       l3vpn
Eth-Trunk122.3828                 10.192.20.174/28     up         up       l3vpn
Eth-Trunk122.3829                 10.192.21.246/29     up         up       l3vpn
Eth-Trunk122.3830                 10.192.20.94/28      up         up       l3vpn
Eth-Trunk122.3831                 10.192.20.110/28     up         up       l3vpn
Eth-Trunk122.3834                 10.192.21.110/29     up         up       l3vpn
Eth-Trunk122.3835                 10.192.21.118/29     up         up       l3vpn
Eth-Trunk122.3836                 10.192.21.126/29     up         up       l3vpn
Eth-Trunk122.3837                 10.192.20.126/28     up         up       l3vpn
Eth-Trunk122.3838                 10.192.32.67/28      up         up       l3vpn
Eth-Trunk122.3840                 10.2.21.3/28         up         up       l3vpn
Eth-Trunk122.3841                 10.2.22.3/28         up         up       l3vpn
Eth-Trunk122.3842                 10.2.22.19/28        up         up       l3vpn
Eth-Trunk122.3843                 10.192.23.3/26       up         up       l3vpn
Eth-Trunk122.3844                 10.192.23.131/25     up         up       l3vpn
Eth-Trunk122.3845                 10.192.23.78/28      up         up       l3vpn
Eth-Trunk122.3846                 10.192.32.83/29      up         up       l3vpn
Eth-Trunk122.3847                 10.192.32.91/29      up         up       l3vpn
Eth-Trunk122.3848                 10.192.32.99/29      up         up       l3vpn
Eth-Trunk122.3849                 10.192.32.107/29     up         up       l3vpn
Eth-Trunk122.3850                 10.192.20.190/28     up         up       l3vpn
Eth-Trunk122.3851                 10.192.20.206/28     up         up       l3vpn
Eth-Trunk122.3856                 10.192.22.30/29      up         up       l3vpn
Eth-Trunk122.3857                 10.192.22.38/29      up         up       l3vpn
Eth-Trunk122.3860                 10.192.21.134/29     up         up       l3vpn
Eth-Trunk122.3864                 10.192.21.142/29     up         up       l3vpn
Eth-Trunk122.3865                 10.192.21.150/29     up         up       l3vpn
Eth-Trunk122.3866                 10.192.20.30/27      up         up       l3vpn
Eth-Trunk122.3867                 10.192.21.158/29     up         up       l3vpn
Eth-Trunk122.3868                 10.192.21.166/29     up         up       l3vpn
Eth-Trunk122.3869                 10.192.20.142/28     up         up       l3vpn
Eth-Trunk122.3871                 10.192.22.6/29       up         up       l3vpn
Eth-Trunk122.3874                 10.192.20.222/28     up         up       l3vpn
Eth-Trunk122.3877                 10.192.22.142/29     up         up       l3vpn
Eth-Trunk122.3878                 10.192.21.14/28      up         up       l3vpn
Eth-Trunk122.3879                 10.192.32.115/29     up         up       l3vpn
Eth-Trunk122.3880                 10.192.20.238/28     up         up       l3vpn
Eth-Trunk122.3881                 10.192.20.254/28     up         up       l3vpn
Eth-Trunk122.3885                 10.192.22.102/29     up         up       l3vpn
Eth-Trunk122.3886                 10.192.22.110/29     up         up       l3vpn
Eth-Trunk122.3887                 10.192.22.118/29     up         up       l3vpn
Eth-Trunk122.3893                 10.192.21.182/29     up         up       l3vpn
Eth-Trunk122.3894                 10.192.21.190/29     up         up       l3vpn
Eth-Trunk122.3895                 10.192.21.198/29     up         up       l3vpn
Eth-Trunk122.3896                 10.192.21.206/29     up         up       l3vpn
Eth-Trunk122.3897                 41.242.192.3/29      up         up       l3vpn
Eth-Trunk122.3898                 41.242.192.19/29     up         up       l3vpn
Eth-Trunk122.3900                 41.242.195.3/29      up         up       l3vpn
Eth-Trunk122.4004                 10.0.7.158/27        up         up       l3vpn
Eth-Trunk122.4005                 10.0.7.126/25        up         up       l3vpn
Eth-Trunk122.4045                 172.21.1.3/29        up         up       l3vpn
Eth-Trunk122.4046                 172.21.2.254/24      up         up       l3vpn
Eth-Trunk2000                     10.1.152.2/31        up         up       --  
Eth-Trunk2001                     10.1.152.6/31        up         up       --  
Eth-Trunk2002                     10.1.152.10/31       up         up       --  
Eth-Trunk2003                     10.1.152.14/31       up         up       --  
Eth-Trunk2004                     10.1.152.18/31       up         up       --  
Eth-Trunk2005                     10.1.152.22/31       up         up       --  
Eth-Trunk2007                     10.1.160.30/31       up         up       --  
GigabitEthernet0/0/0              1.1.1.1/24           down       down     --  
GigabitEthernet2/0/0(10G)         unassigned           *down      down     --  
GigabitEthernet2/0/2(10G)         unassigned           *down      down     --  
GigabitEthernet2/0/3(10G)         unassigned           *down      down     --  
GigabitEthernet2/0/4(10G)         unassigned           *down      down     --  
GigabitEthernet2/0/5(10G)         unassigned           *down      down     --  
GigabitEthernet2/0/6(10G)         unassigned           *down      down     --  
GigabitEthernet2/0/7(100M)        unassigned           *down      down     --  
GigabitEthernet2/0/8(100M)        unassigned           *down      down     --  
GigabitEthernet2/0/9(100M)        unassigned           *down      down     --  
GigabitEthernet2/0/10(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/11(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/12(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/13(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/14(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/15(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/16(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/17(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/18(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/19(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/20(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/21(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/22(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/23(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/24(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/25(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/26(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/27(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/28(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/29(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/30(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/31(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/32(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/33(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/34(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/35(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/36(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/37(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/38(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/39(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/40(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/41(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/42(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/43(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/44(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/45(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/46(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/47(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/48(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/49(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/50(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/51(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/52(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/53(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/54(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/55(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/56(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/57(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/58(100M)       unassigned           *down      down     --  
GigabitEthernet2/0/59(100M)       unassigned           *down      down     --  
